Stage1,Stage2,Stage3,Stage4,Stage5,Stage6,Stage7,Stage8,Stages,Switches,Cap,Slew1,Slew2,Slew3,Slew4,Slew5,Slew6,Slew7,Slew8,Ileak,MaxI,EndTime
1,1,1,1,889,39,1,67,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.0014,0.7560224,0.0336924,0.0014,0.0574868,2.61e-05,1.758e-02,2.560e-09
1,793,20,1,1,1,182,1,8,1000,2.8653e-11,0.0014,0.6744416,0.017546199999999998,0.0014,0.0014,0.0014,0.15521379999999999,0.0014,2.61e-05,1.901e-02,2.395e-09
6,78,1,1,911,1,1,1,8,1000,2.8653e-11,0.0056489999999999995,0.06683460000000001,0.0014,0.0014,0.774718,0.0014,0.0014,0.0014,2.61e-05,1.679e-02,2.552e-09
220,8,1,1,1,767,1,1,8,1000,2.8653e-11,0.1875062,0.007348599999999999,0.0014,0.0014,0.0014,0.6523468,0.0014,0.0014,2.61e-05,1.675e-02,2.439e-09
26,1,1,1,1,1,766,203,8,1000,2.8653e-11,0.022645,0.0014,0.0014,0.0014,0.0014,0.0014,0.651497,0.1730596,2.61e-05,1.869e-02,2.525e-09
1,1,171,6,818,1,1,1,8,1000,2.8653e-11,0.0014,0.0014,0.14586600000000002,0.0056489999999999995,0.6956866,0.0014,0.0014,0.0014,2.61e-05,1.694e-02,2.480e-09
1,1,474,512,1,9,1,1,8,1000,2.8653e-11,0.0014,0.0014,0.4033554,0.4356478,0.0014,0.0081984,0.0014,0.0014,2.61e-05,1.965e-02,2.322e-09
1,24,1,390,1,1,1,581,8,1000,2.8653e-11,0.0014,0.0209454,0.0014,0.3319722,0.0014,0.0014,0.0014,0.494284,2.61e-05,1.806e-02,2.408e-09
1,1,1,39,74,1,882,1,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.0336924,0.0634354,0.0014,0.7500738,0.0014,2.61e-05,1.670e-02,2.601e-09
1,30,1,534,1,1,1,431,8,1000,2.8653e-11,0.0014,0.0260442,0.0014,0.4543434,0.0014,0.0014,0.0014,0.366814,2.61e-05,1.909e-02,2.390e-09
695,1,1,1,41,259,1,1,8,1000,2.8653e-11,0.5911612,0.0014,0.0014,0.0014,0.035392,0.22064840000000002,0.0014,0.0014,2.61e-05,1.964e-02,2.299e-09
1,1,1,1,644,31,1,320,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.0014,0.5478213999999999,0.026893999999999998,0.0014,0.2724862,2.61e-05,1.986e-02,2.431e-09
1,22,1,1,106,1,867,1,8,1000,2.8653e-11,0.0014,0.0192458,0.0014,0.0014,0.090629,0.0014,0.7373268,0.0014,2.61e-05,1.683e-02,2.580e-09
1,1,550,1,422,1,1,23,8,1000,2.8653e-11,0.0014,0.0014,0.46794020000000003,0.0014,0.3591658,0.0014,0.0014,0.020095599999999998,2.61e-05,2.002e-02,2.319e-09
788,1,1,31,176,1,1,1,8,1000,2.8653e-11,0.6701926,0.0014,0.0014,0.026893999999999998,0.150115,0.0014,0.0014,0.0014,2.61e-05,1.905e-02,2.332e-09
1,1,1,631,1,1,35,329,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.536774,0.0014,0.0014,0.0302932,0.28013439999999995,2.61e-05,1.980e-02,2.404e-09
1,1,1,1,501,1,467,27,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.0014,0.42629999999999996,0.0014,0.3974068,0.0234948,2.61e-05,1.973e-02,2.406e-09
834,1,1,129,1,1,1,32,8,1000,2.8653e-11,0.7092834,0.0014,0.0014,0.1101744,0.0014,0.0014,0.0014,0.027743800000000002,2.61e-05,1.851e-02,2.365e-09
973,1,8,14,1,1,1,1,8,1000,2.8653e-11,0.8274056,0.0014,0.007348599999999999,0.0124474,0.0014,0.0014,0.0014,0.0014,2.61e-05,1.700e-02,2.474e-09
865,1,1,113,1,1,17,1,8,1000,2.8653e-11,0.7356272,0.0014,0.0014,0.0965776,0.0014,0.0014,0.014996800000000001,0.0014,2.61e-05,1.809e-02,2.387e-09
1,1,8,324,1,663,1,1,8,1000,2.8653e-11,0.0014,0.0014,0.007348599999999999,0.2758854,0.0014,0.5639676,0.0014,0.0014,2.61e-05,1.788e-02,2.409e-09
1,620,1,340,1,1,35,1,8,1000,2.8653e-11,0.0014,0.5274262,0.0014,0.28948219999999997,0.0014,0.0014,0.0302932,0.0014,2.61e-05,2.024e-02,2.300e-09
1,1,10,958,1,27,1,1,8,1000,2.8653e-11,0.0014,0.0014,0.0090482,0.8146586,0.0014,0.0234948,0.0014,0.0014,2.61e-05,1.697e-02,2.566e-09
42,398,555,1,1,1,1,1,8,1000,2.8653e-11,0.0362418,0.33877060000000003,0.4721892,0.0014,0.0014,0.0014,0.0014,0.0014,2.61e-05,1.910e-02,2.274e-09
733,1,1,16,1,1,246,1,8,1000,2.8653e-11,0.6234535999999999,0.0014,0.0014,0.014147,0.0014,0.0014,0.209601,0.0014,2.61e-05,1.935e-02,2.342e-09
17,1,309,1,669,1,1,1,8,1000,2.8653e-11,0.014996800000000001,0.0014,0.2631384,0.0014,0.5690664,0.0014,0.0014,0.0014,2.61e-05,1.794e-02,2.379e-09
1,881,1,1,1,103,11,1,8,1000,2.8653e-11,0.0014,0.749224,0.0014,0.0014,0.0014,0.08807960000000001,0.009898,0.0014,2.61e-05,1.794e-02,2.436e-09
41,1,1,1,1,399,1,555,8,1000,2.8653e-11,0.035392,0.0014,0.0014,0.0014,0.0014,0.3396204,0.0014,0.4721892,2.61e-05,1.861e-02,2.440e-09
1,1,1,36,73,886,1,1,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.031142999999999997,0.0625856,0.753473,0.0014,0.0014,2.61e-05,1.672e-02,2.579e-09
1,1,43,1,308,1,1,644,8,1000,2.8653e-11,0.0014,0.0014,0.0370916,0.0014,0.2622886,0.0014,0.0014,0.5478213999999999,2.61e-05,1.763e-02,2.436e-09
37,1,1,648,1,1,310,1,8,1000,2.8653e-11,0.0319928,0.0014,0.0014,0.5512206,0.0014,0.0014,0.26398819999999995,0.0014,2.61e-05,1.964e-02,2.388e-09
9,1,317,1,1,1,669,1,8,1000,2.8653e-11,0.0081984,0.0014,0.26993680000000003,0.0014,0.0014,0.0014,0.5690664,0.0014,2.61e-05,1.746e-02,2.421e-09
1,169,1,33,1,1,1,793,8,1000,2.8653e-11,0.0014,0.1441664,0.0014,0.0285936,0.0014,0.0014,0.0014,0.6744416,2.61e-05,1.650e-02,2.513e-09
22,1,277,1,1,696,1,1,8,1000,2.8653e-11,0.0192458,0.0014,0.2359448,0.0014,0.0014,0.592011,0.0014,0.0014,2.61e-05,1.739e-02,2.414e-09
1,1,40,541,414,1,1,1,8,1000,2.8653e-11,0.0014,0.0014,0.0345422,0.460292,0.3523674,0.0014,0.0014,0.0014,2.61e-05,1.993e-02,2.336e-09
1,1,25,644,326,1,1,1,8,1000,2.8653e-11,0.0014,0.0014,0.021795199999999997,0.5478213999999999,0.27758499999999997,0.0014,0.0014,0.0014,2.61e-05,1.988e-02,2.367e-09
1,1,1,461,1,25,1,509,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.392308,0.0014,0.021795199999999997,0.0014,0.4330984,2.61e-05,1.871e-02,2.392e-09
1,1,1,841,1,130,1,24,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.715232,0.0014,0.1110242,0.0014,0.0209454,2.61e-05,1.823e-02,2.475e-09
1,1,1,1,100,1,884,11,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.0014,0.08553020000000001,0.0014,0.7517733999999999,0.009898,2.61e-05,1.691e-02,2.617e-09
11,1,1,455,529,1,1,1,8,1000,2.8653e-11,0.009898,0.0014,0.0014,0.3872092,0.45009439999999995,0.0014,0.0014,0.0014,2.61e-05,1.926e-02,2.362e-09
1,1,1,842,1,8,145,1,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.7160818,0.0014,0.007348599999999999,0.12377120000000001,0.0014,2.61e-05,1.833e-02,2.486e-09
1,1,5,80,1,910,1,1,8,1000,2.8653e-11,0.0014,0.0014,0.0047992,0.06853420000000002,0.0014,0.7738682,0.0014,0.0014,2.61e-05,1.679e-02,2.583e-09
716,1,248,1,1,31,1,1,8,1000,2.8653e-11,0.609007,0.0014,0.2113006,0.0014,0.0014,0.026893999999999998,0.0014,0.0014,2.61e-05,1.971e-02,2.297e-09
1,39,1,168,788,1,1,1,8,1000,2.8653e-11,0.0014,0.0336924,0.0014,0.1433166,0.6701926,0.0014,0.0014,0.0014,2.61e-05,1.711e-02,2.457e-09
1,1,414,21,560,1,1,1,8,1000,2.8653e-11,0.0014,0.0014,0.3523674,0.018396,0.4764382,0.0014,0.0014,0.0014,2.61e-05,1.891e-02,2.325e-09
1,1,1,20,344,1,631,1,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.017546199999999998,0.2928814,0.0014,0.536774,0.0014,2.61e-05,1.816e-02,2.425e-09
21,1,375,1,1,599,1,1,8,1000,2.8653e-11,0.018396,0.0014,0.3192252,0.0014,0.0014,0.5095804,0.0014,0.0014,2.61e-05,1.823e-02,2.369e-09
1,945,1,1,42,1,1,8,8,1000,2.8653e-11,0.0014,0.8036112,0.0014,0.0014,0.0362418,0.0014,0.0014,0.007348599999999999,2.61e-05,1.727e-02,2.491e-09
285,1,1,17,693,1,1,1,8,1000,2.8653e-11,0.24274320000000002,0.0014,0.0014,0.014996800000000001,0.5894616,0.0014,0.0014,0.0014,2.61e-05,1.734e-02,2.353e-09
1,1,889,2,1,1,1,104,8,1000,2.8653e-11,0.0014,0.0014,0.7560224,0.0022498,0.0014,0.0014,0.0014,0.0889294,2.61e-05,1.792e-02,2.495e-09
585,396,1,1,1,1,1,14,8,1000,2.8653e-11,0.4976832,0.33707099999999995,0.0014,0.0014,0.0014,0.0014,0.0014,0.0124474,2.61e-05,2.018e-02,2.249e-09
14,168,1,1,813,1,1,1,8,1000,2.8653e-11,0.0124474,0.1433166,0.0014,0.0014,0.6914376,0.0014,0.0014,0.0014,2.61e-05,1.685e-02,2.461e-09
362,1,1,1,617,16,1,1,8,1000,2.8653e-11,0.3081778,0.0014,0.0014,0.0014,0.5248768,0.014147,0.0014,0.0014,2.61e-05,1.797e-02,2.316e-09
1,466,506,1,23,1,1,1,8,1000,2.8653e-11,0.0014,0.396557,0.43054899999999996,0.0014,0.020095599999999998,0.0014,0.0014,0.0014,2.61e-05,1.978e-02,2.276e-09
1,1,648,317,1,1,1,30,8,1000,2.8653e-11,0.0014,0.0014,0.5512206,0.26993680000000003,0.0014,0.0014,0.0014,0.0260442,2.61e-05,2.013e-02,2.341e-09
1,1,617,1,1,23,1,355,8,1000,2.8653e-11,0.0014,0.0014,0.5248768,0.0014,0.0014,0.020095599999999998,0.0014,0.3022292,2.61e-05,1.949e-02,2.377e-09
334,1,1,39,622,1,1,1,8,1000,2.8653e-11,0.2843834,0.0014,0.0014,0.0336924,0.5291258000000001,0.0014,0.0014,0.0014,2.61e-05,1.776e-02,2.312e-09
273,1,1,34,1,688,1,1,8,1000,2.8653e-11,0.23254560000000002,0.0014,0.0014,0.029443399999999998,0.0014,0.5852126,0.0014,0.0014,2.61e-05,1.708e-02,2.381e-09
1,1,1,1,409,1,36,550,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.0014,0.34811839999999994,0.0014,0.031142999999999997,0.46794020000000003,2.61e-05,1.854e-02,2.431e-09
390,1,41,1,1,1,564,1,8,1000,2.8653e-11,0.3319722,0.0014,0.035392,0.0014,0.0014,0.0014,0.4798374,0.0014,2.61e-05,1.755e-02,2.332e-09
1,1,1,18,975,1,1,2,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.015846600000000002,0.8291052,0.0014,0.0014,0.0022498,2.61e-05,1.683e-02,2.638e-09
292,1,1,1,1,686,1,17,8,1000,2.8653e-11,0.24869180000000002,0.0014,0.0014,0.0014,0.0014,0.5835130000000001,0.0014,0.014996800000000001,2.61e-05,1.725e-02,2.372e-09
1,1,561,16,1,1,1,418,8,1000,2.8653e-11,0.0014,0.0014,0.477288,0.014147,0.0014,0.0014,0.0014,0.3557666,2.61e-05,1.913e-02,2.363e-09
1,1,1,857,1,1,25,113,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.7288288,0.0014,0.0014,0.021795199999999997,0.0965776,2.61e-05,1.819e-02,2.495e-09
358,1,1,611,1,1,1,26,8,1000,2.8653e-11,0.3047786,0.0014,0.0014,0.5197780000000001,0.0014,0.0014,0.0014,0.022645,2.61e-05,1.843e-02,2.302e-09
1,28,1,1,1,1,482,485,8,1000,2.8653e-11,0.0014,0.0243446,0.0014,0.0014,0.0014,0.0014,0.4101538,0.4127032,2.61e-05,1.950e-02,2.447e-09
282,1,19,694,1,1,1,1,8,1000,2.8653e-11,0.2401938,0.0014,0.0166964,0.5903113999999999,0.0014,0.0014,0.0014,0.0014,2.61e-05,1.744e-02,2.333e-09
1,158,14,1,823,1,1,1,8,1000,2.8653e-11,0.0014,0.1348186,0.0124474,0.0014,0.6999356,0.0014,0.0014,0.0014,2.61e-05,1.678e-02,2.472e-09
38,1,1,1,442,515,1,1,8,1000,2.8653e-11,0.0328426,0.0014,0.0014,0.0014,0.3761618,0.43819719999999995,0.0014,0.0014,2.61e-05,1.918e-02,2.380e-09
12,1,1,129,1,854,1,1,8,1000,2.8653e-11,0.0107478,0.0014,0.0014,0.1101744,0.0014,0.7262794,0.0014,0.0014,2.61e-05,1.678e-02,2.544e-09
7,364,1,1,1,1,1,624,8,1000,2.8653e-11,0.006498799999999999,0.30987739999999997,0.0014,0.0014,0.0014,0.0014,0.0014,0.5308254,2.61e-05,1.723e-02,2.390e-09
22,1,487,1,1,1,486,1,8,1000,2.8653e-11,0.0192458,0.0014,0.41440279999999996,0.0014,0.0014,0.0014,0.413553,0.0014,2.61e-05,1.888e-02,2.364e-09
1,1,1,1,90,881,24,1,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.0014,0.07703220000000001,0.749224,0.0209454,0.0014,2.61e-05,1.696e-02,2.582e-09
927,1,1,1,1,1,31,37,8,1000,2.8653e-11,0.7883148,0.0014,0.0014,0.0014,0.0014,0.0014,0.026893999999999998,0.0319928,2.61e-05,1.755e-02,2.431e-09
588,39,1,1,1,368,1,1,8,1000,2.8653e-11,0.5002326,0.0336924,0.0014,0.0014,0.0014,0.31327659999999996,0.0014,0.0014,2.61e-05,1.940e-02,2.272e-09
1,728,1,1,1,41,1,226,8,1000,2.8653e-11,0.0014,0.6192046,0.0014,0.0014,0.0014,0.035392,0.0014,0.19260500000000003,2.61e-05,1.948e-02,2.373e-09
627,1,1,1,1,11,1,357,8,1000,2.8653e-11,0.5333747999999999,0.0014,0.0014,0.0014,0.0014,0.009898,0.0014,0.3039288,2.61e-05,1.894e-02,2.324e-09
31,186,1,1,778,1,1,1,8,1000,2.8653e-11,0.026893999999999998,0.158613,0.0014,0.0014,0.6616945999999999,0.0014,0.0014,0.0014,2.61e-05,1.702e-02,2.410e-09
5,686,1,304,1,1,1,1,8,1000,2.8653e-11,0.0047992,0.5835130000000001,0.0014,0.2588894,0.0014,0.0014,0.0014,0.0014,2.61e-05,1.970e-02,2.315e-09
1,1,1,770,1,1,21,204,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.6548962,0.0014,0.0014,0.018396,0.17390940000000002,2.61e-05,1.919e-02,2.447e-09
1,23,1,1,1,488,1,484,8,1000,2.8653e-11,0.0014,0.020095599999999998,0.0014,0.0014,0.0014,0.41525259999999997,0.0014,0.4118534,2.61e-05,1.940e-02,2.441e-09
1,1,1,357,1,1,5,633,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.3039288,0.0014,0.0014,0.0047992,0.5384736,2.61e-05,1.778e-02,2.444e-09
10,893,1,1,1,92,1,1,8,1000,2.8653e-11,0.0090482,0.7594216,0.0014,0.0014,0.0014,0.0787318,0.0014,0.0014,2.61e-05,1.774e-02,2.453e-09
890,1,1,7,1,1,98,1,8,1000,2.8653e-11,0.7568722,0.0014,0.0014,0.006498799999999999,0.0014,0.0014,0.0838306,0.0014,2.61e-05,1.796e-02,2.405e-09
1,1,30,1,654,1,1,311,8,1000,2.8653e-11,0.0014,0.0014,0.0260442,0.0014,0.5563194,0.0014,0.0014,0.26483799999999996,2.61e-05,1.971e-02,2.417e-09
1,1,35,1,172,788,1,1,8,1000,2.8653e-11,0.0014,0.0014,0.0302932,0.0014,0.1467158,0.6701926,0.0014,0.0014,2.61e-05,1.719e-02,2.494e-09
11,1,511,1,1,1,1,473,8,1000,2.8653e-11,0.009898,0.0014,0.434798,0.0014,0.0014,0.0014,0.0014,0.40250559999999996,2.61e-05,1.872e-02,2.378e-09
1,1,1,13,411,571,1,1,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.0115976,0.349818,0.485786,0.0014,0.0014,2.61e-05,1.891e-02,2.407e-09
19,1,66,1,1,1,910,1,8,1000,2.8653e-11,0.0166964,0.0014,0.056637,0.0014,0.0014,0.0014,0.7738682,0.0014,2.61e-05,1.666e-02,2.631e-09
495,1,1,1,1,483,1,17,8,1000,2.8653e-11,0.4212012,0.0014,0.0014,0.0014,0.0014,0.41100359999999997,0.0014,0.014996800000000001,2.61e-05,1.877e-02,2.303e-09
1,1,1,1,30,594,371,1,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.0014,0.0260442,0.5053314,0.315826,0.0014,2.61e-05,1.995e-02,2.423e-09
1,37,1,1,413,1,1,545,8,1000,2.8653e-11,0.0014,0.0319928,0.0014,0.0014,0.3515176,0.0014,0.0014,0.46369119999999997,2.61e-05,1.853e-02,2.422e-09
1,1,405,587,3,1,1,1,8,1000,2.8653e-11,0.0014,0.0014,0.3447192,0.49938279999999996,0.0030995999999999997,0.0014,0.0014,0.0014,2.61e-05,1.902e-02,2.328e-09
1,406,1,551,38,1,1,1,8,1000,2.8653e-11,0.0014,0.34556899999999996,0.0014,0.46879,0.0328426,0.0014,0.0014,0.0014,2.61e-05,1.918e-02,2.292e-09
1,1,1,1,1,902,85,8,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.0014,0.0014,0.7670698,0.0727832,0.007348599999999999,2.61e-05,1.736e-02,2.604e-09
680,1,1,1,34,1,281,1,8,1000,2.8653e-11,0.5784142,0.0014,0.0014,0.0014,0.029443399999999998,0.0014,0.239344,0.0014,2.61e-05,1.948e-02,2.322e-09
1,10,1,1,1,1,144,841,8,1000,2.8653e-11,0.0014,0.0090482,0.0014,0.0014,0.0014,0.0014,0.12292140000000001,0.715232,2.61e-05,1.704e-02,2.615e-09
1,905,14,1,1,1,1,76,8,1000,2.8653e-11,0.0014,0.7696192,0.0124474,0.0014,0.0014,0.0014,0.0014,0.06513500000000001,2.61e-05,1.774e-02,2.465e-09
1,1,1,326,1,1,16,653,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.27758499999999997,0.0014,0.0014,0.014147,0.5554696,2.61e-05,1.755e-02,2.447e-09
1,492,1,466,37,1,1,1,8,1000,2.8653e-11,0.0014,0.41865179999999996,0.0014,0.396557,0.0319928,0.0014,0.0014,0.0014,2.61e-05,1.989e-02,2.289e-09
87,1,1,1,891,1,1,17,8,1000,2.8653e-11,0.07448280000000002,0.0014,0.0014,0.0014,0.757722,0.0014,0.0014,0.014996800000000001,2.61e-05,1.674e-02,2.537e-09
1,1,1,1,931,1,19,45,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.0014,0.7917139999999999,0.0014,0.0166964,0.0387912,2.61e-05,1.731e-02,2.579e-09
870,97,1,1,28,1,1,1,8,1000,2.8653e-11,0.7398762,0.08298080000000001,0.0014,0.0014,0.0243446,0.0014,0.0014,0.0014,2.61e-05,1.788e-02,2.385e-09
532,1,1,1,30,433,1,1,8,1000,2.8653e-11,0.4526438,0.0014,0.0014,0.0014,0.0260442,0.3685136,0.0014,0.0014,2.61e-05,1.891e-02,2.288e-09
1,1,17,1,1,1,379,599,8,1000,2.8653e-11,0.0014,0.0014,0.014996800000000001,0.0014,0.0014,0.0014,0.3226244,0.5095804,2.61e-05,1.861e-02,2.484e-09
1,1,26,833,1,1,1,136,8,1000,2.8653e-11,0.0014,0.0014,0.022645,0.7084336,0.0014,0.0014,0.0014,0.116123,2.61e-05,1.827e-02,2.487e-09
1,1,28,1,259,1,708,1,8,1000,2.8653e-11,0.0014,0.0014,0.0243446,0.0014,0.22064840000000002,0.0014,0.6022086,0.0014,2.61e-05,1.749e-02,2.460e-09
1,1,31,1,1,859,1,105,8,1000,2.8653e-11,0.0014,0.0014,0.026893999999999998,0.0014,0.0014,0.7305284000000001,0.0014,0.0897792,2.61e-05,1.774e-02,2.564e-09
1,519,439,1,1,37,1,1,8,1000,2.8653e-11,0.0014,0.44159639999999994,0.3736124,0.0014,0.0014,0.0319928,0.0014,0.0014,2.61e-05,2.025e-02,2.275e-09
1,1,263,1,1,728,1,4,8,1000,2.8653e-11,0.0014,0.0014,0.2240476,0.0014,0.0014,0.6192046,0.0014,0.0039494,2.61e-05,1.739e-02,2.425e-09
674,26,1,295,1,1,1,1,8,1000,2.8653e-11,0.5733153999999999,0.022645,0.0014,0.2512412,0.0014,0.0014,0.0014,0.0014,2.61e-05,1.982e-02,2.290e-09
1,1,20,1,1,147,1,828,8,1000,2.8653e-11,0.0014,0.0014,0.017546199999999998,0.0014,0.0014,0.12547080000000002,0.0014,0.7041845999999999,2.61e-05,1.695e-02,2.583e-09
602,14,1,1,1,1,1,379,8,1000,2.8653e-11,0.5121298000000001,0.0124474,0.0014,0.0014,0.0014,0.0014,0.0014,0.3226244,2.61e-05,1.876e-02,2.328e-09
1,72,1,909,1,14,1,1,8,1000,2.8653e-11,0.0014,0.0617358,0.0014,0.7730184,0.0014,0.0124474,0.0014,0.0014,2.61e-05,1.697e-02,2.518e-09
936,1,36,23,1,1,1,1,8,1000,2.8653e-11,0.795963,0.0014,0.031142999999999997,0.020095599999999998,0.0014,0.0014,0.0014,0.0014,2.61e-05,1.727e-02,2.428e-09
9,616,370,1,1,1,1,1,8,1000,2.8653e-11,0.0081984,0.5240269999999999,0.31497619999999993,0.0014,0.0014,0.0014,0.0014,0.0014,2.61e-05,2.001e-02,2.293e-09
1,852,23,1,120,1,1,1,8,1000,2.8653e-11,0.0014,0.7245798,0.020095599999999998,0.0014,0.10252620000000001,0.0014,0.0014,0.0014,2.61e-05,1.819e-02,2.410e-09
703,1,1,1,32,1,260,1,8,1000,2.8653e-11,0.5979596,0.0014,0.0014,0.0014,0.027743800000000002,0.0014,0.2214982,0.0014,2.61e-05,1.949e-02,2.330e-09
1,1,1,30,588,1,377,1,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.0260442,0.5002326,0.0014,0.3209248,0.0014,2.61e-05,1.984e-02,2.399e-09
1,40,1,1,331,1,1,624,8,1000,2.8653e-11,0.0014,0.0345422,0.0014,0.0014,0.28183400000000003,0.0014,0.0014,0.5308254,2.61e-05,1.787e-02,2.443e-09
292,1,1,1,1,683,1,20,8,1000,2.8653e-11,0.24869180000000002,0.0014,0.0014,0.0014,0.0014,0.5809635999999999,0.0014,0.017546199999999998,2.61e-05,1.732e-02,2.384e-09
412,1,26,1,1,1,557,1,8,1000,2.8653e-11,0.35066780000000003,0.0014,0.022645,0.0014,0.0014,0.0014,0.4738888,0.0014,2.61e-05,1.767e-02,2.336e-09
1,1,1,1,166,34,795,1,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.0014,0.14161700000000002,0.029443399999999998,0.6761412,0.0014,2.61e-05,1.710e-02,2.521e-09
1,3,568,424,1,1,1,1,8,1000,2.8653e-11,0.0014,0.0030995999999999997,0.48323659999999996,0.36086539999999995,0.0014,0.0014,0.0014,0.0014,2.61e-05,1.992e-02,2.322e-09
1,1,198,762,35,1,1,1,8,1000,2.8653e-11,0.0014,0.0014,0.1688106,0.6480978000000001,0.0302932,0.0014,0.0014,0.0014,2.61e-05,1.759e-02,2.405e-09
1,7,1,1,1,415,573,1,8,1000,2.8653e-11,0.0014,0.006498799999999999,0.0014,0.0014,0.0014,0.3532172,0.48748559999999996,0.0014,2.61e-05,1.903e-02,2.447e-09
1,841,1,41,1,1,1,113,8,1000,2.8653e-11,0.0014,0.715232,0.0014,0.035392,0.0014,0.0014,0.0014,0.0965776,2.61e-05,1.848e-02,2.404e-09
1,839,1,119,1,1,37,1,8,1000,2.8653e-11,0.0014,0.7135324,0.0014,0.1016764,0.0014,0.0014,0.0319928,0.0014,2.61e-05,1.828e-02,2.388e-09
1,1,30,1,1,671,1,294,8,1000,2.8653e-11,0.0014,0.0014,0.0260442,0.0014,0.0014,0.570766,0.0014,0.2503914,2.61e-05,1.964e-02,2.468e-09
430,30,1,1,1,535,1,1,8,1000,2.8653e-11,0.3659642,0.0260442,0.0014,0.0014,0.0014,0.4551932,0.0014,0.0014,2.61e-05,1.810e-02,2.306e-09
276,1,1,1,1,1,34,685,8,1000,2.8653e-11,0.235095,0.0014,0.0014,0.0014,0.0014,0.0014,0.029443399999999998,0.5826631999999999,2.61e-05,1.667e-02,2.410e-09
380,1,573,1,1,1,1,42,8,1000,2.8653e-11,0.3234742,0.0014,0.48748559999999996,0.0014,0.0014,0.0014,0.0014,0.0362418,2.61e-05,1.915e-02,2.256e-09
1,1,1,1,109,11,1,875,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.0014,0.09317840000000001,0.009898,0.0014,0.7441251999999999,2.61e-05,1.676e-02,2.639e-09
129,1,11,1,1,1,855,1,8,1000,2.8653e-11,0.1101744,0.0014,0.009898,0.0014,0.0014,0.0014,0.7271292,0.0014,2.61e-05,1.653e-02,2.547e-09
1,97,39,1,1,1,1,859,8,1000,2.8653e-11,0.0014,0.08298080000000001,0.0336924,0.0014,0.0014,0.0014,0.0014,0.7305284000000001,2.61e-05,1.650e-02,2.597e-09
1,1,100,881,1,1,14,1,8,1000,2.8653e-11,0.0014,0.0014,0.08553020000000001,0.749224,0.0014,0.0014,0.0124474,0.0014,2.61e-05,1.698e-02,2.498e-09
1,1,1,1,903,1,38,54,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.0014,0.7679195999999999,0.0014,0.0328426,0.0464394,2.61e-05,1.752e-02,2.572e-09
1,17,1,1,554,424,1,1,8,1000,2.8653e-11,0.0014,0.014996800000000001,0.0014,0.0014,0.47133939999999996,0.36086539999999995,0.0014,0.0014,2.61e-05,1.995e-02,2.398e-09
368,1,12,615,1,1,1,1,8,1000,2.8653e-11,0.31327659999999996,0.0014,0.0107478,0.5231772,0.0014,0.0014,0.0014,0.0014,2.61e-05,1.817e-02,2.294e-09
911,1,1,1,1,69,1,15,8,1000,2.8653e-11,0.774718,0.0014,0.0014,0.0014,0.0014,0.0591864,0.0014,0.0132972,2.61e-05,1.763e-02,2.430e-09
1,777,10,1,1,208,1,1,8,1000,2.8653e-11,0.0014,0.6608448,0.0090482,0.0014,0.0014,0.1773086,0.0014,0.0014,2.61e-05,1.915e-02,2.370e-09
1,1,25,729,1,241,1,1,8,1000,2.8653e-11,0.0014,0.0014,0.021795199999999997,0.6200544,0.0014,0.205352,0.0014,0.0014,2.61e-05,1.931e-02,2.417e-09
40,240,715,1,1,1,1,1,8,1000,2.8653e-11,0.0345422,0.20450220000000002,0.6081572,0.0014,0.0014,0.0014,0.0014,0.0014,2.61e-05,1.767e-02,2.327e-09
1,1,1,816,1,1,7,172,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.693987,0.0014,0.0014,0.006498799999999999,0.1467158,2.61e-05,1.870e-02,2.478e-09
1,1,887,5,1,1,1,103,8,1000,2.8653e-11,0.0014,0.0014,0.7543228000000001,0.0047992,0.0014,0.0014,0.0014,0.08807960000000001,2.61e-05,1.794e-02,2.493e-09
